adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
FALSE,"{'id': 102322, 'name': 'Sherlock Holmes Collection', 'poster_path': '/bsUN9Ph1nUituteKWOhPQGguNXt.jpg', 'backdrop_path': '/aeLom584FZdu6253WMaYEUCrTdu.jpg'}",125000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",http://sherlockholmes2.warnerbros.com/index.html,58574,tt1515091,en,Sherlock Holmes: A Game of Shadows,"There is a new criminal mastermind at large (Professor Moriarty) and not only is he Holmes’ intellectual equal, but his capacity for evil and lack of conscience may give him an advantage over the  detective.",18.695329,/7OFqsVuS6DlVM10GUD72vCGpQm9.jpg,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Silver Pictures', 'id': 1885}, {'name': 'Lin Pictures', 'id': 2723}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Wigram Productions', 'id': 23202}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",22-11-2011,334615000,129,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The game is afoot.,Sherlock Holmes: A Game of Shadows,FALSE,7,3971
FALSE,"{'id': 87359, 'name': 'Mission: Impossible Collection', 'poster_path': '/gwyJPIhCK4Xz2WogeBnhCSQfUek.jpg', 'backdrop_path': '/49L0c5utmm0A4BkeDafM9BOhyBT.jpg'}",145000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}]",http://www.missionimpossible.com/,56292,tt1229238,en,Mission: Impossible - Ghost Protocol,"In the 4th installment of the Mission Impossible series, Ethan Hunt (Cruise) and his team are racing against time to track down a dangerous terrorist named Hendricks (Nyqvist), who has gained access to Russian nuclear launch codes and is planning a strike on the United States. An attempt to stop him ends in an explosion causing severe destruction to the Kremlin and the IMF to be implicated in the bombing, forcing the President to disavow them. No longer being aided by the government, Ethan and his team chase Hendricks around the globe, although they might still be too late to stop a disaster.",14.25843,/s58mMsgIVOFfoXPtwPWJ3hDYpXf.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Skydance Productions', 'id': 6277}, {'name': 'Bad Robot', 'id': 11461}, {'name': 'TC Productions', 'id': 21777}, {'name': 'Revolution Sun Studios', 'id': 76043}, {'name': 'Kontsept Film Company', 'id': 76067}]","[{'iso_3166_1': 'CZ', 'name': 'Czech Republic'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'AE', 'name': 'United Arab Emirates'}]",07-12-2011,694713380,133,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'ar', 'name': 'العربية'}, {'iso_639_1': 'sv', 'name': 'svenska'}]",Released,No Plan. No Backup. No Choice.,Mission: Impossible - Ghost Protocol,FALSE,6.8,4026
FALSE,"{'id': 167613, 'name': 'Alvin and the Chipmunks Collection', 'poster_path': '/fLvRQcuk5ZFKnDvUC553XK3OnPC.jpg', 'backdrop_path': '/qI483yHct3PBtIiOH3K3SVNUDq5.jpg'}",75000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}, {'id': 16, 'name': 'Animation'}]",http://www.munkyourself.com/,55301,tt1615918,en,Alvin and the Chipmunks: Chipwrecked,"Playing around while aboard a cruise ship, the Chipmunks and Chipettes accidentally go overboard and end up marooned in a tropical paradise. They discover their new turf is not as deserted as it seems.",8.066393,/31IPWvH2l4ycyK8EsMOmmwiJC7n.jpg,"[{'name': 'Fox 2000 Pictures', 'id': 711}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",14-12-2011,342695435,87,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,This holiday it's gonna get squeaky.,Alvin and the Chipmunks: Chipwrecked,FALSE,5.4,499
FALSE,"{'id': 294187, 'name': 'Born To Race Collection', 'poster_path': '/osCvgkBrEEkTms8y1QI8HxfaEOW.jpg', 'backdrop_path': '/7WYKwFfwrxrQOWmhv1NyfD3MTMF.jpg'}",0,"[{'id': 28, 'name': 'Action'}]",http://www.borntoracemovie.com/Site/Home.html,74523,tt1781781,en,Born To Race,"Born To Race is the story of Danny Krueger, a rebellious young street racer on a collision course with trouble. After an accident at an illegal street race, he is sent to a small town to live with his estranged father, a washed up NASCAR racer. When Danny decides to enter the NHRA High School Drags, he's forced to seek his father's help in taking down the local hot shot",6.483418,/ora2m1w57h6eOfKGgBgP2o1hCZn.jpg,"[{'name': 'American Cinema International', 'id': 10700}, {'name': 'ESX Productions', 'id': 37081}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",19-03-2011,0,99,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Only one can win it all.,Born To Race,FALSE,5.5,41
FALSE,"{'id': 288491, 'name': 'Dolphin Tale Collection', 'poster_path': '/3Xav3CJrYtUBQ7mB2lKTJ7TSn1q.jpg', 'backdrop_path': '/hEji18uGq2IwKWs2IpWFw9EwlJp.jpg'}",37000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",http://dolphintalemovie.warnerbros.com/index.html,62837,tt1564349,en,Dolphin Tale,A story centered on the friendship between a boy and a dolphin whose tail was lost in a crab trap.,6.695229,/47eRTWQDx9lPkQgTWmuATNNkwBJ.jpg,"[{'name': 'Alcon Entertainment', 'id': 1088}, {'name': 'Arc Productions', 'id': 10280}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",23-09-2011,95404397,113,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Inspired by the amazing true story of Winter.,Dolphin Tale,FALSE,6.6,166
FALSE,"{'id': 288235, 'name': 'Cat Run Collection', 'poster_path': '/cv3NKmlnHYN9pK9wAh5NifpQkFL.jpg', 'backdrop_path': None}",25000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",http://www.catrunmovie.com/,57353,tt1446147,en,Cat Run,"When a sexy, high-end escort holds the key evidence to a scandalous government cover-up, two bumbling young detectives become her unlikely protectors from a ruthless assassin hired to silence her.",7.695889,/lt82eKlcuL6XzuFPygvfV1WSYh3.jpg,"[{'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",01-04-2011,0,102,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'sr', 'name': 'Srpski'}, {'iso_639_1': 'tr', 'name': 'Türkçe'}]",Released,CATch her if you can,Cat Run,FALSE,6,45
FALSE,"{'id': 2326, 'name': 'Underworld Collection', 'poster_path': '/aK8qq0X0pZbf5ncE3JLQ27hdC4F.jpg', 'backdrop_path': '/2gSaXagD9ZCuBHOsXF4tvtW7Djd.jpg'}",70000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}]",http://www.entertheunderworld.com/,52520,tt1496025,en,Underworld: Awakening,"After being held in a coma-like state for fifteen years, vampire Selene learns that she has a fourteen-year-old vampire/Lycan hybrid daughter named Nissa, and when she finds her, they must stop BioCom from creating super Lycans that will kill them all.",12.345348,/ayazc5fQ2YAw7vjaE1WGlJWtGX9.jpg,"[{'name': 'Lakeshore Entertainment', 'id': 126}, {'name': 'Saturn Films', 'id': 831}, {'name': 'Screen Gems', 'id': 3287}, {'name': 'Sketch Films', 'id': 7738}, {'name': 'UW4 Productions', 'id': 7740}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",19-01-2012,160112671,88,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,Vengeance Returns,Underworld: Awakening,FALSE,6.1,1885
FALSE,"{'id': 135466, 'name': 'Grave Encounters Collection', 'poster_path': '/1vLfiFfyJp95vpPDUfH3kRMxn5G.jpg', 'backdrop_path': '/9gKwnJbPjY65EVb5oFlbmY4qF2p.jpg'}",1000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",http://www.grave-encounters.tv/,50698,tt1703199,en,Grave Encounters,A crew from a paranormal reality television show lock themselves in a haunted psychiatric hospital. They search for evidence of paranormal activity as they shoot what ends up becoming their final episode.,5.324419,/gIWvlqOsAM0E6TOHCMP19TmVVLC.jpg,"[{'name': 'Darclight', 'id': 6448}, {'name': 'Twin Engine Films', 'id': 12881}, {'name': 'Digital Interference Productions', 'id': 52207}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",09-09-2011,0,92,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,They Were Searching For Proof.  They Found it.,Grave Encounters,FALSE,6.2,385
FALSE,"{'id': 315560, 'name': 'The Woman in Black Collection', 'poster_path': '/aWMxfo5LEWkL5o4xpQcLVsbcmNp.jpg', 'backdrop_path': '/pw8JrqNceLQ82KWZpHg5VghWTqn.jpg'}",17000000,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",http://womaninblack.com/,65086,tt1596365,en,The Woman in Black,"The story follows a young lawyer, Arthur Kipps, who is ordered to travel to a remote village and sort out a recently deceased client’s papers. As he works alone in the client’s isolated house, Kipps begins to uncover tragic secrets, his unease growing when he glimpses a mysterious woman dressed only in black. Receiving only silence from the locals, Kipps is forced to uncover the true identity of the Woman in Black on his own, leading to a desperate race against time when he discovers her true identity.",8.896679,/y4Z9m5jbPhFAEMWsMHo71Bh1vzi.jpg,"[{'name': 'Hammer Film Productions', 'id': 1314}, {'name': 'UK Film Council', 'id': 2452}, {'name': 'Alliance Films', 'id': 2514}, {'name': 'Film i Väst', 'id': 6417}, {'name': 'Talisman Productions', 'id': 8989}, {'name': 'Cross Creek Pictures', 'id': 10246}, {'name': 'Exclusive Media Group', 'id': 11448}, {'name': 'Filmgate Films', 'id': 18230}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'SE', 'name': 'Sweden'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",01-02-2012,127730736,95,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,What did they see?,The Woman in Black,FALSE,6.1,1237
FALSE,"{'id': 72547, 'name': 'Journey Collection', 'poster_path': '/f3InNhgFNIvW3pwmjzB7lVtr028.jpg', 'backdrop_path': '/76AoK99XDWgIRrhtyrB0kOWYyfe.jpg'}",79000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",http://www.themysteriousisland.com/,72545,tt1397514,en,Journey 2: The Mysterious Island,"Sean Anderson partners with his mom's boyfriend on a mission to find his grandfather, who is thought to be missing on a mythical island.",9.46307,/jMu45saMeqB2RGDqV3HoQ3XgZ2a.jpg,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Contrafilm', 'id': 1836}, {'name': 'Walden Media', 'id': 10221}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",19-01-2012,355692760,94,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Believe the Impossible. Discover the Incredible.,Journey 2: The Mysterious Island,FALSE,5.8,1050
FALSE,"{'id': 96680, 'name': ""Smokin' Aces Collection"", 'poster_path': '/9Y702mgpXAMQsGJ4jGEH1EqrJaW.jpg', 'backdrop_path': '/1TbMf5bJnYCP9sXhRSVHULPJDbw.jpg'}",8000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",http://www.universalstudiosentertainment.com/smokin-aces-2-assassins-ball/,29564,tt1319743,en,Smokin' Aces 2: Assassins' Ball,"Walter Weed is an unassuming desk jockey at the FBI when the Bureau uncovers a plot to assassinate him. A team of degenerate, psychotic assassins dispatched by mystery man Hal Leuco to win a huge bounty includes a resourceful beauty who has a unique method of killing her prey, a power-tool wielding psychopath and a deadly master of disguise.",6.102148,/4t8mSYKtaXGvaro48ci0ZMzVvbe.jpg,"[{'name': 'Capital Arts Entertainment', 'id': 2365}, {'name': 'Universal Studios Home Entertainment', 'id': 6858}, {'name': 'Working Title Films', 'id': 10163}, {'name': 'Always Split Aces Productions', 'id': 23314}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'CA', 'name': 'Canada'}]",19-01-2010,0,86,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Prepare for Murder, Mayhem & Madness.",Smokin' Aces 2: Assassins' Ball,FALSE,5.4,88
FALSE,"{'id': 90306, 'name': 'Ghost Rider Collection', 'poster_path': '/bZBasloaMhjxCwH6tV0eziNMqut.jpg', 'backdrop_path': '/ee8zhn4VIXQh1J5t7efyybcvHLj.jpg'}",57000000,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 53, 'name': 'Thriller'}]",http://www.thespiritofvengeance.com/,71676,tt1071875,en,Ghost Rider: Spirit of Vengeance,"When the devil resurfaces with aims to take over the world in human form, Johnny Blaze reluctantly comes out of hiding to transform into the flame-spewing supernatural hero Ghost Rider -- and rescue a 10-year-old boy from an unsavory end.",9.421301,/tqwWzmp5ISh64SJbNKQ9fyItnDj.jpg,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Imagenation Abu Dhabi FZ', 'id': 6736}, {'name': 'Marvel Entertainment', 'id': 7505}, {'name': 'Marvel Knights', 'id': 11106}, {'name': 'Hyde Park Entertainment', 'id': 13816}, {'name': 'Crystal Sky Pictures', 'id': 20241}, {'name': 'Michael De Luca Productions', 'id': 27551}]","[{'iso_3166_1': 'AE', 'name': 'United Arab Emirates'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",10-12-2011,149217355,95,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,He Rides Again.,Ghost Rider: Spirit of Vengeance,FALSE,4.7,1163
FALSE,"{'id': 264481, 'name': 'Mega Shark Collection', 'poster_path': '/bes4BLHnrAaf0wJ1wpdSkM5RTAL.jpg', 'backdrop_path': None}",0,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",http://www.theasylum.cc/product.php?id=180,52454,tt1705773,en,Mega Shark vs. Crocosaurus,"When the prehistoric warm-water beast the Crocosaurus crosses paths with that cold-water monster the Mega Shark, all hell breaks loose in the oceans as the world's top scientists explore every option to halt the aquatic frenzy. Swallowing everything in their paths -- including a submarine or two -- Croc and Mega lead an explorer and an oceanographer on a wild chase. Eventually, the desperate men turn to a volcano for aid.",7.006573,/j71V5e92YTP0rFGOX3kY8nHxujL.jpg,"[{'name': 'The Asylum', 'id': 1311}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",21-12-2010,0,90,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,Whoever wins... we lose!,Mega Shark vs. Crocosaurus,FALSE,2.7,39
FALSE,"{'id': 476961, 'name': 'Goon Collection', 'poster_path': '/uHKl6JXibu1MstyAlT1d3I4YKb6.jpg', 'backdrop_path': None}",0,"[{'id': 35, 'name': 'Comedy'}]",http://www.goonfilm.com/,74387,tt1456635,en,Goon,"Doug Glatt, a slacker who discovers he has a talent for brawling is approached by a minor league hockey coach and invited to join the team as the ""muscle."" Despite the fact that Glatt can't skate his best friend, Pat, convinces him to give it a shot, and Glatt becomes a hero to the team and their fans, until the league's reigning goon becomes threatened by Glatt's success and decides to even the score.",8.817924,/84mA0tnArvMdr5alUFVgfOypk7i.jpg,"[{'name': 'Don Carmody Productions', 'id': 4253}, {'name': 'Caramel Films', 'id': 6623}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",06-01-2012,6483963,92,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Meet Doug, The Nicest Guy You'll Ever Fight.",Goon,FALSE,6.5,338
FALSE,"{'id': 212562, 'name': 'Jump Street Collection', 'poster_path': '/vufY0iuDNXGEdYOgZNcJFAEZeak.jpg', 'backdrop_path': '/iiAbTNYXpMadPDH4MkjUoJzcGn4.jpg'}",42000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",http://www.21jumpstreet-movie.com/,64688,tt1232829,en,21 Jump Street,"In high school, Schmidt was a dork and Jenko was the popular jock. After graduation, both of them joined the police force and ended up as partners riding bicycles in the city park. Since they are young and look like high school students, they are assigned to an undercover unit to infiltrate a drug ring that is supplying high school students synthetic drugs.",11.250764,/mH6xazzfGdszadd1Xy9JgdZYvn1.jpg,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Original Film', 'id': 333}, {'name': 'Stephen J. Cannell Productions', 'id': 5585}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",12-03-2012,201585328,109,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,They thought the streets were mean. Then they went back to high school.,21 Jump Street,FALSE,6.7,4151
FALSE,"{'id': 86780, 'name': 'Clash of the Titans Collection', 'poster_path': '/3TXIuCHr2m9oZcLJOc5qo9o5WsT.jpg', 'backdrop_path': '/vmE52XvE2yWWQFt4g1x17K070gY.jpg'}",150000000,"[{'id': 12, 'name': 'Adventure'}]",http://www.wrathofthetitansmovie.org,57165,tt1646987,en,Wrath of the Titans,"A decade after his heroic defeat of the monstrous Kraken, Perseus-the demigod son of Zeus-is attempting to live a quieter life as a village fisherman and the sole parent to his 10-year old son, Helius. Meanwhile, a struggle for supremacy rages between the gods and the Titans. Dangerously weakened by humanity's lack of devotion, the gods are losing control of the imprisoned Titans and their ferocious leader, Kronos, father of the long-ruling brothers Zeus, Hades and Poseidon.",7.739904,/Albfq3ziSCQVyh5PzMSsFmmgHmy.jpg,"[{'name': 'Legendary Pictures', 'id': 923}, {'name': 'Thunder Road Pictures', 'id': 3528}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Cott Productions', 'id': 24175}, {'name': 'Furia de Titanes II, A.I.E.', 'id': 24176}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",27-03-2012,301000000,99,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Feel the Wrath,Wrath of the Titans,FALSE,5.5,1459
FALSE,"{'id': 312977, 'name': 'Iron Sky Collection', 'poster_path': '/naglSR1dCuhpX0MHjSa4Cb9YObm.jpg', 'backdrop_path': None}",7500000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",http://www.ironsky.net/,10679,tt1034314,en,Iron Sky,"In the last moments of World War II, a secret Nazi space program evaded destruction by fleeing to the Dark Side of the Moon. During 70 years of utter secrecy, the Nazis construct a gigantic space fortress with a massive armada of flying saucers.",19.561767,/4qyVtcCFqrlLMgHtlyxP57PI3ls.jpg,"[{'name': 'Blind Spot Pictures Oy', 'id': 7330}, {'name': '27 Films Production', 'id': 9282}, {'name': 'New Holland Pictures', 'id': 10229}]","[{'iso_3166_1': 'FI', 'name': 'Finland'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'AU', 'name': 'Australia'}]",10-03-2012,8135031,93,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,We come in peace!,Iron Sky,FALSE,5.6,563
FALSE,"{'id': 2806, 'name': 'American Pie Collection', 'poster_path': '/twY1eM88fu8CCGVtem5ItlrgeDA.jpg', 'backdrop_path': '/3ptXtaqzAZlMXn3nZxaYke4anmK.jpg'}",50000000,"[{'id': 35, 'name': 'Comedy'}]",http://www.americanreunionmovie.com/,71552,tt1605630,en,American Reunion,"The characters we met a little more than a decade ago are returning to East Great Falls for their high-school reunion. In one long-overdue weekend, they will discover what has changed, who hasn’t and that time and distance can’t break the bonds of friendship. It was summer 1999 when four small-town Michigan boys began a quest to lose their virginity. In the years that have passed, Jim and Michelle married while Kevin and Vicky said goodbye. Oz and Heather grew apart, but Finch still longs for Stifler’s mom. Now these lifelong friends have come home as adults to reminisce about – and get inspired by – the hormonal teens who launched a comedy legend.",8.10609,/yfOZaUh08d1YtLCtgvfRRAssrR7.jpg,"[{'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",04-04-2012,234989584,113,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Save the best piece for last.,American Reunion,FALSE,6.1,1641
FALSE,"{'id': 257960, 'name': 'The Raid Collection', 'poster_path': '/dXNof3qb8sY9QOmJ7jdU48ILH7e.jpg', 'backdrop_path': '/oRQ7INsPDVon7U2jphXDr7LSP3H.jpg'}",1100000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",http://www.sonyclassics.com/theraid/,94329,tt1899353,id,Serbuan maut,"Deep in the heart of Jakarta's slums lies an impenetrable safe house for the world's most dangerous killers and gangsters. Until now, the run-down apartment block has been considered untouchable to even the bravest of police. Cloaked under the cover of pre-dawn darkness and silence, an elite swat team is tasked with raiding the safe house in order to take down the notorious drug lord that runs it.  But when a chance encounter with a spotter blows their cover and news of their assault reaches the drug lord, the building's lights are cut and all the exits blocked. Stranded on the sixth floor with no way out, the unit must fight their way through the city's worst to survive their mission. Starring Indonesian martial arts sensation Iko Uwais.",10.528833,/mfDGRp19BcZUfPIhdqzdQ2uGZrf.jpg,"[{'name': 'Celluloid Dreams', 'id': 860}, {'name': 'Pt. Merantau Films', 'id': 12141}, {'name': 'XYZ Films', 'id': 12142}]","[{'iso_3166_1': 'ID', 'name': 'Indonesia'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'FR', 'name': 'France'}]",08-09-2011,4105187,101,"[{'iso_639_1': 'id', 'name': 'Bahasa indonesia'}]",Released,"1 Ruthless Crime Lord, 20 Elite Cops, 30 Floors of Hell",The Raid,FALSE,7.3,1076
FALSE,"{'id': 306937, 'name': 'Best Exotic Marigold Hotel Collection', 'poster_path': '/8pMHYwfR8K2xR19RilAuVCyEBT.jpg', 'backdrop_path': '/6rJSC6vA9tfEnAh4RN9ne6cInQL.jpg'}",10000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",http://www.foxsearchlight.com/thebestexoticmarigoldhotel/,74534,tt1412386,en,The Best Exotic Marigold Hotel,"British retirees travel to India to take up residence in what they believe is a newly restored hotel. Less luxurious than its advertisements, the Marigold Hotel nevertheless slowly begins to charm in unexpected ways as the residents find new purpose in their old age.",9.23046,/iRMzRGR5DHSik3IA9gkeMUZGPv6.jpg,"[{'name': 'Participant Media', 'id': 6735}, {'name': 'Imagenation Abu Dhabi FZ', 'id': 6736}]","[{'iso_3166_1': 'AE', 'name': 'United Arab Emirates'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",28-11-2011,136836156,124,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,Share the journey. Share the laughter.,The Best Exotic Marigold Hotel,FALSE,6.9,468
FALSE,"{'id': 239430, 'name': 'Think Like a Man Collection', 'poster_path': '/cdbWbFLlGWc9QxVwSUig0z2IGpQ.jpg', 'backdrop_path': '/ciygVaqu67gxWrBB84niXXWAZx0.jpg'}",12000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",http://www.sonypictures.com/movies/thinklikeaman/,67660,tt1621045,en,Think Like a Man,"The balance of power in four couples’ relationships is upset when the women start using the advice in Steve Harvey’s book, Act Like A Lady, Think Like A Man, to get more of what they want from their men. When the men realize that the women have gotten a hold of their relationship “playbook,” they decide that the best defense is a good offense and come up with a plan to use this information to their advantage.",5.264551,/4tK8k1YbF58nEMW76bnm76jWpnZ.jpg,"[{'name': 'Rainforest Films', 'id': 1309}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",16-04-2012,96070507,122,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Let the mind games begin.,Think Like a Man,FALSE,6.9,287
FALSE,"{'id': 116669, 'name': 'The Scorpion King Collection', 'poster_path': '/qFVW76HRCJFRtTha1vZO1tjYVQ1.jpg', 'backdrop_path': None}",0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",http://www.ign.com/scorpionking/,13486,tt1104123,en,The Scorpion King: Rise of a Warrior,"The heroic tale of young Mathayus and his relentless quest for justice against an evil and powerful villain, King Sargon. Mathayus faces heart-stopping tribulations during his adventurous, odds-defying trajectory toward his ultimate destiny: becoming the formidable warrior king of an ancient desert empire.",18.691187,/quqsgaoLSct4DzsKb6I7S5wmapw.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'ApolloMovie Beteiligungs', 'id': 3299}, {'name': 'Film Afrika Worldwide', 'id': 4792}, {'name': 'Sommers Company, The', 'id': 19643}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'ZA', 'name': 'South Africa'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",19-07-2008,0,109,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,See how the legend of The Scorpion King began!,The Scorpion King: Rise of a Warrior,FALSE,4.3,138
FALSE,"{'id': 142182, 'name': 'Bananas!* Collection', 'poster_path': None, 'backdrop_path': '/meuM555M1LpDlq6viVsjGV2ywhE.jpg'}",0,"[{'id': 99, 'name': 'Documentary'}]",http://www.bigboysgonebananas.com/,84177,tt2090463,en,Big Boys Gone Bananas!*,Dole Food Company wages a campaign to prevent a pair of Swedish filmmakers from showing their documentary about a lawsuit against the company.,0.296487,/4wFU58n4AcmCQgJCa61fW4rPGpW.jpg,"[{'name': 'WG Film', 'id': 10735}]","[{'iso_3166_1': 'SE', 'name': 'Sweden'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",19-11-2011,0,90,"[{'iso_639_1': 'sv', 'name': 'svenska'}]",Released,"The true story about a Swedish filmmaker, a banana corporation, dirty tricks, lawsuits, manipulation and the price of free speech.",Big Boys Gone Bananas!*,FALSE,7.2,7
